usemonth,customer_id,count_now,count_before,name,gender,start_date,end_date,membership_period,is_deleted,class_name,campaign_name,price,mean,median,max,min,routing_flg
201805,HD364928,7,7.0,XXXX,M,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,6.166666666666668,6.5,9.0,4.0,1.0
201812,TS250786,5,6.0,XXXXXX,F,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,5.0,5.0,6.0,4.0,1.0
201901,HI652401,2,5.0,XXXXX,M,2016-03-01,,37.0,0.0,オールタイム,通常,10500.0,4.583333333333333,5.0,7.0,2.0,1.0
201805,PL817078,5,5.0,XXXXX,M,2016-06-01,,34.0,0.0,ナイト,通常,6000.0,4.666666666666667,4.5,7.0,2.0,1.0
201808,GD665518,4,7.0,XXXX,F,2017-04-01,,24.0,0.0,ナイト,通常,6000.0,5.0,5.0,8.0,2.0,1.0
201808,HI795669,5,4.0,XXX,F,2017-01-01,,27.0,0.0,オールタイム,通常,10500.0,6.083333333333332,5.5,9.0,4.0,1.0
201812,HI024535,6,6.0,XXXXX,F,2018-02-01,,14.0,0.0,ナイト,通常,6000.0,6.916666666666668,7.0,9.0,6.0,1.0
201808,HD576900,2,5.0,XXXXXX,M,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,4.25,4.0,6.0,2.0,1.0
201806,HD625038,3,5.0,XX,F,2016-09-01,,31.0,0.0,デイタイム,通常,7500.0,4.166666666666667,4.0,7.0,2.0,1.0
201811,HD966829,6,5.0,XXXX,M,2018-08-01,,8.0,0.0,オールタイム,通常,10500.0,6.75,6.5,10.0,5.0,1.0
201807,TS311478,5,8.0,XX,M,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,6.25,6.0,9.0,4.0,1.0
201901,HI963277,4,6.0,XXX,M,2015-08-01,,44.0,0.0,ナイト,通常,6000.0,3.8333333333333335,4.0,6.0,2.0,1.0
201903,PL783702,5,2.0,XXXXX,F,2016-12-01,,28.0,0.0,ナイト,通常,6000.0,4.166666666666667,4.5,6.0,2.0,1.0
201810,IK258132,4,4.0,XXXXX,M,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,4.333333333333333,4.0,7.0,2.0,1.0
201903,HI580283,1,8.0,XXXXX,F,2016-01-01,,39.0,0.0,デイタイム,通常,7500.0,4.75,4.5,8.0,1.0,1.0
201806,IK018825,8,5.0,XXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,5.25,5.0,8.0,3.0,1.0
201812,HD712372,4,6.0,XXXXX,M,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,6.083333333333332,6.0,10.0,4.0,1.0
201810,HD263348,5,4.0,XXXXX,F,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.0,8.0,3.0,1.0
201809,HD359876,9,6.0,XXXX,F,2018-02-01,,14.0,0.0,デイタイム,通常,7500.0,6.916666666666668,7.5,9.0,4.0,1.0
201903,IK515733,8,8.0,XXXXX,M,2018-12-12,,4.0,0.0,オールタイム,入会費無料,10500.0,9.0,8.5,11.0,8.0,1.0
201810,HD858116,4,6.0,XXXX,F,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,5.083333333333333,4.5,9.0,3.0,1.0
201812,HI027437,4,7.0,XXXXX,F,2017-12-01,,16.0,0.0,オールタイム,入会費無料,10500.0,6.333333333333332,7.0,10.0,2.0,1.0
201805,IK584824,9,5.0,XXXXX,F,2018-04-08,,12.0,0.0,オールタイム,入会費無料,10500.0,7.416666666666668,7.5,12.0,4.0,1.0
201902,HI253328,5,6.0,XXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,6.166666666666668,6.0,9.0,4.0,1.0
201805,TS643036,3,6.0,XXXXX,F,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,4.416666666666667,4.0,7.0,3.0,1.0
201810,PL011886,4,4.0,XXXX,M,2016-01-01,,39.0,0.0,ナイト,通常,6000.0,4.083333333333333,4.0,8.0,2.0,1.0
201903,PL527945,3,4.0,XXXXX,F,2016-11-01,,29.0,0.0,オールタイム,通常,10500.0,5.166666666666667,4.0,9.0,3.0,1.0
201901,TS219429,9,8.0,XX,M,2018-06-01,,10.0,0.0,オールタイム,入会費半額,10500.0,8.3,8.0,10.0,7.0,1.0
201810,HD812799,5,7.0,XXX,F,2017-06-01,,22.0,0.0,オールタイム,通常,10500.0,5.666666666666668,5.5,7.0,4.0,1.0
201811,TS520001,6,6.0,XXXX,F,2015-12-01,,40.0,0.0,ナイト,通常,6000.0,4.416666666666667,4.5,8.0,1.0,1.0
201811,TS598952,4,9.0,XXXXX,M,2018-03-01,,13.0,0.0,デイタイム,通常,7500.0,7.416666666666668,7.5,10.0,4.0,1.0
201807,PL959416,4,6.0,XXXXX,F,2016-01-01,,39.0,0.0,デイタイム,通常,7500.0,5.083333333333333,5.0,7.0,4.0,1.0
201806,AS547635,7,7.0,XXXXXX,M,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,6.583333333333332,6.5,10.0,3.0,1.0
201903,TS535917,7,3.0,XXXXXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,4.916666666666667,4.5,8.0,2.0,1.0
201807,TS969622,8,6.0,XXXXX,M,2018-02-01,,14.0,0.0,ナイト,通常,6000.0,6.75,6.5,8.0,5.0,1.0
201810,PL481814,7,6.0,XXXX,M,2018-03-01,,13.0,0.0,オールタイム,通常,10500.0,7.333333333333332,7.0,10.0,5.0,1.0
201901,HI778223,3,6.0,XX,M,2015-07-01,,45.0,0.0,ナイト,通常,6000.0,4.25,4.5,7.0,2.0,1.0
201808,GD809807,6,3.0,XXXX,M,2016-06-01,,34.0,0.0,ナイト,通常,6000.0,5.25,5.5,8.0,3.0,1.0
201811,PL538517,6,5.0,XXXXX,M,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.25,5.0,8.0,3.0,1.0
201807,GD173197,5,6.0,XXXXX,F,2017-02-01,,26.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.0,8.0,3.0,1.0
201902,GD323923,2,7.0,XX,M,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,4.583333333333333,5.0,7.0,2.0,1.0
201902,IK661109,3,5.0,XX,M,2016-08-01,,32.0,0.0,オールタイム,通常,10500.0,4.833333333333333,5.0,7.0,3.0,1.0
201902,TS526480,2,5.0,XXXXX,M,2016-10-01,,30.0,0.0,オールタイム,通常,10500.0,5.416666666666668,5.0,9.0,1.0,1.0
201810,HI559946,5,2.0,XXXXX,F,2016-05-01,,35.0,0.0,オールタイム,通常,10500.0,4.5,5.0,7.0,2.0,1.0
201901,OA751110,6,6.0,XXX,F,2015-11-01,,41.0,0.0,デイタイム,通常,7500.0,5.0,5.0,6.0,3.0,1.0
201903,AS902294,7,6.0,XXXXXX,F,2017-07-01,,21.0,0.0,デイタイム,入会費半額,7500.0,5.833333333333332,6.5,7.0,2.0,1.0
201901,GD172092,4,7.0,XXX,F,2017-11-01,,17.0,0.0,デイタイム,通常,7500.0,6.25,6.5,9.0,1.0,1.0
201805,HD453100,5,7.0,XXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,4.416666666666667,5.0,7.0,1.0,1.0
201812,AS734767,5,4.0,XXXXX,F,2016-08-01,,32.0,0.0,オールタイム,通常,10500.0,4.75,4.5,7.0,4.0,1.0
201811,HD914078,4,6.0,XXXX,F,2015-09-01,,43.0,0.0,ナイト,通常,6000.0,4.416666666666667,4.0,6.0,3.0,1.0
201807,OA459530,4,5.0,XXXX,M,2017-01-01,,27.0,0.0,オールタイム,通常,10500.0,5.166666666666667,5.0,9.0,2.0,1.0
201901,IK733351,3,5.0,XXXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,4.583333333333333,4.0,9.0,3.0,1.0
201812,HD117235,7,1.0,XXX,F,2016-09-01,,31.0,0.0,デイタイム,通常,7500.0,5.5,6.0,8.0,1.0,1.0
201902,PL326209,6,9.0,XXXX,M,2019-01-12,,3.0,0.0,オールタイム,通常,10500.0,7.666666666666668,8.0,9.0,6.0,1.0
201810,IK320222,4,7.0,XXXXX,M,2015-11-01,,41.0,0.0,オールタイム,通常,10500.0,4.666666666666667,4.5,7.0,3.0,1.0
201805,GD401728,7,8.0,XXXXX,M,2017-12-01,,16.0,0.0,オールタイム,入会費無料,10500.0,6.666666666666668,7.0,10.0,4.0,1.0
201812,HD205494,6,11.0,XXXXX,F,2018-09-09,,7.0,0.0,オールタイム,通常,10500.0,8.142857142857142,8.0,11.0,6.0,1.0
201806,GD161261,5,6.0,XXXXX,F,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,4.75,4.5,7.0,3.0,1.0
201806,GD059086,8,8.0,XXXX,M,2017-07-01,,21.0,0.0,オールタイム,入会費半額,10500.0,6.166666666666668,6.0,8.0,4.0,1.0
201811,OA822905,6,6.0,XXXX,F,2016-07-01,,33.0,0.0,オールタイム,入会費半額,10500.0,5.333333333333333,6.0,7.0,3.0,1.0
201811,AS092144,3,5.0,XX,F,2015-08-01,,44.0,0.0,オールタイム,通常,10500.0,4.333333333333333,4.0,8.0,1.0,1.0
201812,OA667284,5,4.0,XXX,M,2017-02-01,,26.0,0.0,オールタイム,通常,10500.0,5.833333333333332,6.0,9.0,3.0,1.0
201902,HD134597,4,6.0,XXXX,F,2016-02-01,,38.0,0.0,ナイト,通常,6000.0,4.666666666666667,4.0,11.0,2.0,1.0
201805,TS875601,10,5.0,XXXX,M,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,6.166666666666668,6.0,10.0,3.0,1.0
201808,AS024181,8,3.0,XXXXX,F,2016-10-01,,30.0,0.0,デイタイム,通常,7500.0,5.083333333333333,5.0,8.0,3.0,1.0
201805,IK286995,11,9.0,XXXXX,F,2017-09-01,,19.0,0.0,デイタイム,通常,7500.0,6.5,6.5,11.0,3.0,1.0
201811,OA449475,5,5.0,XXXXXX,M,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,5.833333333333332,5.5,9.0,1.0,1.0
201903,AS822877,6,6.0,XX,F,2018-06-02,,10.0,0.0,デイタイム,入会費半額,7500.0,7.4,7.0,11.0,6.0,1.0
201808,PL487301,5,5.0,XXXX,M,2015-06-01,,46.0,0.0,オールタイム,通常,10500.0,4.583333333333333,5.0,6.0,1.0,1.0
201811,AS299544,4,5.0,XXXX,M,2015-06-01,,46.0,0.0,オールタイム,通常,10500.0,4.083333333333333,4.0,6.0,2.0,1.0
201903,HI207778,8,8.0,XXXXX,M,2018-07-05,,9.0,0.0,オールタイム,通常,10500.0,8.11111111111111,8.0,10.0,7.0,1.0
201901,OA467198,6,4.0,XX,M,2016-11-01,,29.0,0.0,オールタイム,通常,10500.0,5.75,6.0,9.0,3.0,1.0
201807,AS654830,6,8.0,XXX,M,2018-06-12,,10.0,0.0,ナイト,入会費半額,6000.0,6.8,6.5,9.0,5.0,1.0
201903,AS453778,4,2.0,XXXXXX,M,2016-07-01,,33.0,0.0,ナイト,入会費半額,6000.0,4.083333333333333,4.0,7.0,1.0,1.0
201808,HD300844,7,10.0,XXXX,M,2018-07-12,,9.0,0.0,オールタイム,通常,10500.0,8.333333333333334,8.0,10.0,7.0,1.0
201902,PL552906,4,4.0,XXXXXX,F,2015-12-01,,40.0,0.0,オールタイム,通常,10500.0,4.583333333333333,4.0,7.0,2.0,1.0
201901,TS070681,5,7.0,XXX,M,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.25,5.0,7.0,3.0,1.0
201806,HI934540,6,5.0,XXX,M,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,4.5,4.5,6.0,3.0,1.0
201807,GD687485,4,4.0,XXXXX,M,2015-08-01,,44.0,0.0,オールタイム,通常,10500.0,4.916666666666667,5.0,7.0,2.0,1.0
201811,IK779828,8,10.0,XXXX,F,2018-09-02,,7.0,0.0,オールタイム,通常,10500.0,8.428571428571429,8.0,10.0,7.0,1.0
201809,PL331522,4,9.0,XXX,M,2017-01-01,,27.0,0.0,オールタイム,通常,10500.0,5.333333333333333,5.0,9.0,2.0,1.0
201811,AS879331,7,6.0,XXXX,F,2017-12-01,,16.0,0.0,デイタイム,入会費無料,7500.0,5.833333333333332,6.0,7.0,3.0,1.0
201810,HI387953,6,5.0,XXX,F,2016-05-01,,35.0,0.0,オールタイム,通常,10500.0,4.5,5.0,7.0,2.0,1.0
201902,IK250551,5,7.0,XXXXX,M,2017-02-01,,26.0,0.0,オールタイム,通常,10500.0,6.0,6.5,8.0,2.0,1.0
201901,GD693914,2,4.0,XXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,5.083333333333333,5.0,9.0,2.0,1.0
201809,IK266002,1,5.0,XXXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,4.416666666666667,5.0,7.0,1.0,1.0
201805,PL741960,5,6.0,XXXXX,M,2016-07-01,,33.0,0.0,オールタイム,入会費半額,10500.0,5.5,5.0,9.0,3.0,1.0
201808,TS021036,4,8.0,XXXXX,M,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,5.166666666666667,5.0,8.0,1.0,1.0
201810,GD973384,4,3.0,XXXX,M,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,5.916666666666668,5.5,9.0,3.0,1.0
201903,PL519738,8,8.0,XXXXXX,F,2019-01-13,,3.0,0.0,オールタイム,通常,10500.0,8.333333333333334,8.0,9.0,8.0,1.0
201903,GD032887,7,6.0,XXX,M,2017-06-01,,22.0,0.0,ナイト,通常,6000.0,5.75,6.0,9.0,2.0,1.0
201811,OA144483,3,4.0,XXXXX,M,2017-10-01,,18.0,0.0,ナイト,通常,6000.0,5.25,5.0,8.0,2.0,1.0
201807,AS587750,9,5.0,XXXXXX,M,2016-08-01,,32.0,0.0,ナイト,通常,6000.0,4.833333333333333,5.0,9.0,1.0,1.0
201807,OA628170,5,6.0,XXX,F,2015-09-01,,43.0,0.0,ナイト,通常,6000.0,4.666666666666667,5.0,8.0,1.0,1.0
201807,AS742617,7,6.0,XXXX,F,2016-10-01,,30.0,0.0,ナイト,通常,6000.0,5.416666666666668,6.0,9.0,2.0,1.0
201902,PL371500,4,7.0,XXXXX,F,2016-04-01,,36.0,0.0,ナイト,通常,6000.0,5.083333333333333,5.5,7.0,2.0,1.0
201902,OA758034,8,3.0,XXX,F,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,4.916666666666667,4.5,9.0,2.0,1.0
201805,HD528660,6,5.0,XXXXX,F,2016-07-01,,33.0,0.0,オールタイム,入会費半額,10500.0,5.083333333333333,5.0,7.0,3.0,1.0
201811,GD004422,6,6.0,XXXX,F,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,5.666666666666668,6.0,8.0,2.0,1.0
201903,PL704411,6,9.0,XXX,F,2018-12-03,,4.0,0.0,ナイト,入会費無料,6000.0,8.0,8.5,9.0,6.0,1.0
201808,GD214739,7,8.0,XXXX,M,2015-05-01,,47.0,0.0,オールタイム,通常,10500.0,5.416666666666668,5.0,8.0,3.0,1.0
201812,HD893022,7,8.0,XXXX,F,2018-02-01,,14.0,0.0,ナイト,通常,6000.0,7.5,7.5,10.0,5.0,1.0
201902,PL849752,6,4.0,XXX,M,2016-09-01,,31.0,0.0,ナイト,通常,6000.0,5.25,5.5,7.0,2.0,1.0
201810,HI107999,3,7.0,XX,M,2017-11-01,,17.0,0.0,オールタイム,通常,10500.0,6.5,7.0,10.0,3.0,1.0
201805,PL144435,5,4.0,XXXXX,F,2015-09-01,,43.0,0.0,デイタイム,通常,7500.0,3.8333333333333335,4.0,5.0,1.0,1.0
201808,HD537011,6,9.0,XXX,F,2017-11-01,,17.0,0.0,ナイト,通常,6000.0,6.0,6.0,9.0,3.0,1.0
201810,HD559223,5,5.0,XXXXXX,F,2017-03-01,,25.0,0.0,オールタイム,通常,10500.0,5.333333333333333,5.0,8.0,3.0,1.0
201809,HI778952,9,5.0,XXXXXX,M,2018-07-01,,9.0,0.0,ナイト,通常,6000.0,7.5555555555555545,8.0,9.0,5.0,1.0
201812,TS250479,7,5.0,XXX,M,2017-06-01,,22.0,0.0,オールタイム,通常,10500.0,5.416666666666668,5.0,7.0,3.0,1.0
201811,TS068752,3,5.0,XXXX,F,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,6.0,6.0,9.0,3.0,1.0
201902,PL397039,4,6.0,XXX,M,2018-09-07,,7.0,0.0,オールタイム,通常,10500.0,7.428571428571429,8.0,10.0,4.0,1.0
201902,HD165212,4,5.0,XXXX,M,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.25,5.5,9.0,2.0,1.0
201812,OA250167,4,5.0,XXXX,F,2015-08-01,,44.0,0.0,オールタイム,通常,10500.0,4.166666666666667,4.0,7.0,2.0,1.0
201902,PL900188,4,4.0,XX,F,2016-01-01,,39.0,0.0,ナイト,通常,6000.0,4.333333333333333,4.5,6.0,3.0,1.0
201809,AS987950,7,8.0,XXXX,F,2018-08-02,,8.0,0.0,デイタイム,通常,7500.0,7.5,7.5,8.0,7.0,1.0
201902,HD845119,7,7.0,XXXXX,M,2016-10-01,,30.0,0.0,ナイト,通常,6000.0,5.416666666666668,6.5,8.0,2.0,1.0
201902,PL843204,3,3.0,XXXXX,F,2017-11-01,,17.0,0.0,デイタイム,通常,7500.0,5.75,5.5,9.0,3.0,1.0
201903,PL166709,7,4.0,XXXXX,F,2017-11-01,,17.0,0.0,デイタイム,通常,7500.0,5.833333333333332,6.0,8.0,3.0,1.0
201809,GD960674,8,10.0,XXXX,F,2018-03-01,,13.0,0.0,オールタイム,通常,10500.0,8.75,9.0,12.0,4.0,1.0
201806,HD532552,4,4.0,XXXXXX,F,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.166666666666667,5.0,6.0,4.0,1.0
201903,HD176754,7,6.0,XXXX,F,2018-12-03,,4.0,0.0,デイタイム,入会費無料,7500.0,7.0,6.5,9.0,6.0,1.0
201901,OA375487,3,5.0,XXXXXX,M,2015-07-01,,45.0,0.0,オールタイム,通常,10500.0,4.083333333333333,4.5,6.0,1.0,1.0
201805,HI628557,2,6.0,XXXX,M,2017-02-01,,26.0,0.0,オールタイム,通常,10500.0,4.583333333333333,5.0,8.0,1.0,1.0
201808,HI405733,3,4.0,XXXXX,M,2016-11-01,,29.0,0.0,デイタイム,通常,7500.0,4.583333333333333,4.5,8.0,1.0,1.0
201807,GD126264,5,7.0,XXXXX,M,2017-02-01,,26.0,0.0,ナイト,通常,6000.0,5.083333333333333,5.0,7.0,2.0,1.0
201808,IK059803,6,4.0,XXXXX,F,2015-05-01,,47.0,0.0,デイタイム,通常,7500.0,4.25,4.0,6.0,3.0,1.0
201809,HI022788,10,9.0,XXXX,M,2018-08-02,,8.0,0.0,オールタイム,通常,10500.0,8.25,8.5,11.0,5.0,1.0
201805,TS702807,6,4.0,XXXXXX,M,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,4.5,4.0,8.0,3.0,1.0
201812,PL863573,5,5.0,XXXXXX,F,2015-08-01,,44.0,0.0,オールタイム,通常,10500.0,5.166666666666667,5.0,8.0,3.0,1.0
201805,AS790905,3,3.0,XXX,M,2016-01-01,,39.0,0.0,ナイト,通常,6000.0,4.166666666666667,4.0,7.0,2.0,1.0
201806,PL746909,8,3.0,XXXXXX,M,2016-11-01,,29.0,0.0,ナイト,通常,6000.0,4.583333333333333,4.5,8.0,2.0,1.0
201807,IK923881,6,6.0,XXXX,M,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,6.25,6.0,10.0,4.0,1.0
201805,GD870808,9,8.0,XXXX,F,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,6.25,5.5,9.0,2.0,1.0
201901,TS456293,10,7.0,XXX,M,2018-08-01,,8.0,0.0,オールタイム,通常,10500.0,8.0,8.0,10.0,6.0,1.0
201812,OA025439,4,5.0,XXXXX,M,2015-07-01,,45.0,0.0,オールタイム,通常,10500.0,4.583333333333333,4.0,8.0,2.0,1.0
201901,OA763272,5,3.0,XXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,4.25,4.5,7.0,1.0,1.0
201811,HD727632,5,6.0,XXXXX,M,2017-10-01,,18.0,0.0,オールタイム,通常,10500.0,6.583333333333332,6.5,9.0,4.0,1.0
201809,HD214175,7,7.0,XXXXX,M,2017-12-01,,16.0,0.0,デイタイム,入会費無料,7500.0,7.75,7.5,12.0,4.0,1.0
201810,HD739338,7,7.0,XXXXXX,M,2018-01-01,,15.0,0.0,オールタイム,通常,10500.0,6.166666666666668,6.0,9.0,4.0,1.0
201805,GD930782,4,6.0,XXXXXX,M,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,6.166666666666668,6.0,8.0,4.0,1.0
201810,HD379875,4,4.0,XXXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,4.833333333333333,4.5,7.0,3.0,1.0
201901,HI298989,9,7.0,XXXXX,F,2018-07-12,,9.0,0.0,オールタイム,通常,10500.0,8.444444444444445,8.0,10.0,6.0,1.0
201811,HD256988,6,7.0,XXXXX,F,2018-07-09,,9.0,0.0,デイタイム,通常,7500.0,7.888888888888888,8.0,9.0,6.0,1.0
201806,HI735866,5,5.0,XXXX,M,2016-12-01,,28.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.0,8.0,4.0,1.0
201806,AS552198,3,6.0,XXX,M,2017-04-01,,24.0,0.0,オールタイム,通常,10500.0,5.333333333333333,6.0,7.0,3.0,1.0
201807,HD487976,6,6.0,XXXXX,F,2017-03-01,,25.0,0.0,デイタイム,通常,7500.0,5.5,6.0,8.0,1.0,1.0
201806,PL635475,6,7.0,XXXX,F,2017-03-01,,25.0,0.0,オールタイム,通常,10500.0,6.583333333333332,6.5,8.0,4.0,1.0
201809,HD402002,7,10.0,XXXX,F,2018-04-13,,12.0,0.0,オールタイム,入会費無料,10500.0,8.166666666666666,7.5,12.0,6.0,1.0
201812,HD044222,4,4.0,XXXX,M,2016-11-01,,29.0,0.0,ナイト,通常,6000.0,4.583333333333333,4.0,8.0,3.0,1.0
