exitmonth,customer_id,count_now,count_before,name,gender,start_date,end_date,membership_period,is_deleted,class_name,campaign_name,price,mean,median,max,min,routing_flg,exit_date
201805,HD262908,4,2.0,XXXXX,F,2016-08-01,2018-06-30,22.0,1.0,ナイト,通常,6000.0,2.333333333333333,2.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,HD294856,5,1.0,XXXX,M,2017-10-01,2018-06-30,8.0,1.0,ナイト,通常,6000.0,2.6666666666666665,2.0,5.0,1.0,0.0,2018-05-30 00:00:00
201805,HD338928,3,4.0,XXXXX,M,2017-08-01,2018-06-30,10.0,1.0,オールタイム,入会費半額,10500.0,3.0,3.0,4.0,2.0,1.0,2018-05-30 00:00:00
201805,HD344852,2,3.0,XX,F,2017-12-01,2018-06-30,6.0,1.0,オールタイム,入会費無料,10500.0,2.333333333333333,2.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,HD472052,5,4.0,XXXXX,F,2017-08-01,2018-06-30,10.0,1.0,オールタイム,入会費半額,10500.0,3.333333333333333,4.0,5.0,1.0,0.0,2018-05-30 00:00:00
201805,HD492524,1,1.0,XXXXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,1.3333333333333333,1.0,2.0,1.0,0.0,2018-05-30 00:00:00
201805,HD530464,3,2.0,XXX,M,2017-07-01,2018-06-30,11.0,1.0,ナイト,入会費半額,6000.0,2.0,2.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,HD541285,4,6.0,XXX,M,2017-09-01,2018-06-30,9.0,1.0,オールタイム,通常,10500.0,4.0,4.0,6.0,2.0,1.0,2018-05-30 00:00:00
201805,HD566204,1,4.0,XXXXX,F,2017-12-01,2018-06-30,6.0,1.0,ナイト,入会費無料,6000.0,2.333333333333333,2.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,HD567544,3,3.0,XXXXX,M,2018-01-01,2018-06-30,5.0,1.0,オールタイム,通常,10500.0,2.6666666666666665,3.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,HD643188,6,8.0,XXXXXX,F,2018-04-13,2018-06-30,2.0,1.0,オールタイム,入会費無料,10500.0,5.333333333333333,6.0,8.0,2.0,0.0,2018-05-30 00:00:00
201805,HD649306,2,3.0,XXXXX,M,2017-10-01,2018-06-30,8.0,1.0,オールタイム,通常,10500.0,2.333333333333333,2.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,HD710658,6,8.0,XXXX,M,2018-03-01,2018-06-30,3.0,1.0,ナイト,通常,6000.0,5.333333333333333,6.0,8.0,2.0,1.0,2018-05-30 00:00:00
201805,HD720343,4,4.0,XXXX,F,2017-09-01,2018-06-30,9.0,1.0,ナイト,通常,6000.0,3.0,4.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,HD834340,2,4.0,XX,M,2018-02-01,2018-06-30,4.0,1.0,ナイト,通常,6000.0,2.333333333333333,2.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,HD964603,3,2.0,XXXXX,M,2018-02-01,2018-06-30,4.0,1.0,オールタイム,通常,10500.0,2.333333333333333,2.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,HI020083,3,3.0,XXXXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,3.0,3.0,3.0,3.0,0.0,2018-05-30 00:00:00
201805,HI104906,2,5.0,XXXXX,F,2018-01-01,2018-06-30,5.0,1.0,デイタイム,通常,7500.0,3.333333333333333,3.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,HI108402,1,1.0,XXXXX,F,2017-12-01,2018-06-30,6.0,1.0,デイタイム,入会費無料,7500.0,1.0,1.0,1.0,1.0,0.0,2018-05-30 00:00:00
201805,HI147428,4,3.0,XXXX,F,2018-03-01,2018-06-30,3.0,1.0,デイタイム,通常,7500.0,3.0,3.0,4.0,2.0,1.0,2018-05-30 00:00:00
201805,HI235051,6,2.0,XXXX,F,2017-01-01,2018-06-30,17.0,1.0,ナイト,通常,6000.0,3.333333333333333,2.0,6.0,2.0,1.0,2018-05-30 00:00:00
201805,HI443421,1,3.0,XXXX,F,2018-01-01,2018-06-30,5.0,1.0,デイタイム,通常,7500.0,1.6666666666666667,1.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,HI491991,6,9.0,XXXX,M,2018-04-15,2018-06-30,2.0,1.0,ナイト,入会費無料,6000.0,5.666666666666668,6.0,9.0,2.0,0.0,2018-05-30 00:00:00
201805,HI554088,1,4.0,XX,M,2017-07-01,2018-06-30,11.0,1.0,ナイト,入会費半額,6000.0,2.0,1.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,HI576763,3,3.0,XXXX,M,2017-07-01,2018-06-30,11.0,1.0,オールタイム,入会費半額,10500.0,2.333333333333333,3.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,HI713218,5,4.0,XXXX,F,2017-07-01,2018-06-30,11.0,1.0,デイタイム,入会費半額,7500.0,4.0,4.0,5.0,3.0,0.0,2018-05-30 00:00:00
201805,HI813237,3,4.0,XXX,F,2018-03-01,2018-06-30,3.0,1.0,オールタイム,通常,10500.0,2.6666666666666665,3.0,4.0,1.0,1.0,2018-05-30 00:00:00
201805,HI830026,2,4.0,XXXXX,F,2018-02-01,2018-06-30,4.0,1.0,オールタイム,通常,10500.0,3.333333333333333,4.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,HI980650,3,8.0,XXXXXX,M,2018-04-03,2018-06-30,2.0,1.0,オールタイム,入会費無料,10500.0,4.666666666666667,3.0,8.0,3.0,0.0,2018-05-30 00:00:00
201805,HI984860,3,9.0,XXX,M,2018-04-01,2018-06-30,2.0,1.0,オールタイム,入会費無料,10500.0,5.0,3.0,9.0,3.0,0.0,2018-05-30 00:00:00
201805,HI992479,2,5.0,XXXXX,F,2017-06-01,2018-06-30,12.0,1.0,デイタイム,通常,7500.0,3.0,2.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,IK025456,4,2.0,XXXXXX,F,2017-06-01,2018-06-30,12.0,1.0,ナイト,通常,6000.0,3.0,3.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,IK133578,3,2.0,XXXXX,F,2017-10-01,2018-06-30,8.0,1.0,ナイト,通常,6000.0,2.6666666666666665,3.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,IK252166,4,3.0,XXXXX,F,2017-12-01,2018-06-30,6.0,1.0,デイタイム,入会費無料,7500.0,3.6666666666666665,4.0,4.0,3.0,1.0,2018-05-30 00:00:00
201805,IK306028,2,3.0,XXXX,M,2017-08-01,2018-06-30,10.0,1.0,オールタイム,入会費半額,10500.0,3.6666666666666665,3.0,6.0,2.0,0.0,2018-05-30 00:00:00
201805,IK601294,2,4.0,XXXX,F,2017-10-01,2018-06-30,8.0,1.0,デイタイム,通常,7500.0,3.6666666666666665,4.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,IK652901,5,2.0,XXXXX,F,2017-12-01,2018-06-30,6.0,1.0,オールタイム,入会費無料,10500.0,3.0,2.0,5.0,2.0,1.0,2018-05-30 00:00:00
201805,OA003684,5,4.0,XXXXX,M,2017-09-01,2018-06-30,9.0,1.0,デイタイム,通常,7500.0,4.0,4.0,5.0,3.0,0.0,2018-05-30 00:00:00
201805,OA103911,2,4.0,XXXX,F,2017-08-01,2018-06-30,10.0,1.0,オールタイム,入会費半額,10500.0,2.6666666666666665,2.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,OA109367,2,9.0,XXXXX,M,2018-04-04,2018-06-30,2.0,1.0,ナイト,入会費無料,6000.0,5.0,4.0,9.0,2.0,0.0,2018-05-30 00:00:00
201805,OA175410,2,4.0,XXX,F,2017-07-01,2018-06-30,11.0,1.0,ナイト,入会費半額,6000.0,3.6666666666666665,4.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,OA175481,3,5.0,XXXX,M,2018-01-01,2018-06-30,5.0,1.0,オールタイム,通常,10500.0,3.333333333333333,3.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,OA291049,7,10.0,XXXX,F,2018-04-01,2018-06-30,2.0,1.0,デイタイム,入会費無料,7500.0,6.333333333333332,7.0,10.0,2.0,1.0,2018-05-30 00:00:00
201805,OA324857,5,9.0,XXXXX,F,2018-04-03,2018-06-30,2.0,1.0,オールタイム,入会費無料,10500.0,5.666666666666668,5.0,9.0,3.0,1.0,2018-05-30 00:00:00
201805,OA493465,2,5.0,XXXX,F,2017-12-01,2018-06-30,6.0,1.0,デイタイム,入会費無料,7500.0,3.333333333333333,3.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,OA507872,5,9.0,XXXXX,M,2018-04-15,2018-06-30,2.0,1.0,オールタイム,入会費無料,10500.0,6.333333333333332,5.0,9.0,5.0,0.0,2018-05-30 00:00:00
201805,OA516337,4,5.0,XXX,M,2017-08-01,2018-06-30,10.0,1.0,オールタイム,入会費半額,10500.0,4.0,4.0,5.0,3.0,1.0,2018-05-30 00:00:00
201805,OA536894,4,5.0,XXXXX,F,2017-06-01,2018-06-30,12.0,1.0,デイタイム,通常,7500.0,4.0,4.0,5.0,3.0,0.0,2018-05-30 00:00:00
201805,OA571994,3,1.0,XXXXXX,F,2017-11-01,2018-06-30,7.0,1.0,オールタイム,通常,10500.0,1.6666666666666667,1.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,OA652642,2,4.0,XX,F,2017-10-01,2018-06-30,8.0,1.0,デイタイム,通常,7500.0,4.0,4.0,6.0,2.0,1.0,2018-05-30 00:00:00
201805,OA655348,4,4.0,XXXX,M,2017-07-01,2018-06-30,11.0,1.0,オールタイム,入会費半額,10500.0,4.333333333333333,4.0,5.0,4.0,1.0,2018-05-30 00:00:00
201805,OA671084,3,2.0,XXXXXX,M,2017-12-01,2018-06-30,6.0,1.0,オールタイム,入会費無料,10500.0,2.333333333333333,2.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,OA804659,3,4.0,XXX,M,2017-09-01,2018-06-30,9.0,1.0,デイタイム,通常,7500.0,3.0,3.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,OA917563,2,2.0,XXXXX,F,2017-12-01,2018-06-30,6.0,1.0,デイタイム,入会費無料,7500.0,2.333333333333333,2.0,3.0,2.0,0.0,2018-05-30 00:00:00
201805,PL093468,3,2.0,XXXXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,3.0,3.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,PL191690,3,4.0,XXX,M,2017-09-01,2018-06-30,9.0,1.0,オールタイム,通常,10500.0,2.6666666666666665,3.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,PL248170,2,2.0,XXXXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,2.0,2.0,2.0,2.0,0.0,2018-05-30 00:00:00
201805,PL314896,4,4.0,XXX,M,2017-06-01,2018-06-30,12.0,1.0,ナイト,通常,6000.0,3.0,4.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,PL315222,2,5.0,XXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,2.6666666666666665,2.0,5.0,1.0,0.0,2018-05-30 00:00:00
201805,PL391700,1,2.0,XX,M,2017-12-01,2018-06-30,6.0,1.0,ナイト,入会費無料,6000.0,2.0,2.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,PL524403,1,3.0,XXXXXX,M,2017-07-01,2018-06-30,11.0,1.0,オールタイム,入会費半額,10500.0,2.0,2.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,PL675446,3,4.0,XXXXXX,F,2017-12-01,2018-06-30,6.0,1.0,デイタイム,入会費無料,7500.0,3.333333333333333,3.0,4.0,3.0,1.0,2018-05-30 00:00:00
201805,PL846767,3,3.0,XXXXX,M,2017-06-01,2018-06-30,12.0,1.0,オールタイム,通常,10500.0,2.333333333333333,3.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,PL855950,5,2.0,XX,M,2017-09-01,2018-06-30,9.0,1.0,オールタイム,通常,10500.0,4.0,5.0,5.0,2.0,1.0,2018-05-30 00:00:00
201805,PL950758,2,4.0,XX,M,2017-12-01,2018-06-30,6.0,1.0,ナイト,入会費無料,6000.0,3.333333333333333,4.0,4.0,2.0,1.0,2018-05-30 00:00:00
201805,PL975826,2,11.0,XXXX,F,2018-04-09,2018-06-30,2.0,1.0,デイタイム,入会費無料,7500.0,5.333333333333333,3.0,11.0,2.0,0.0,2018-05-30 00:00:00
201805,PL993952,5,4.0,XXX,M,2017-08-01,2018-06-30,10.0,1.0,ナイト,入会費半額,6000.0,3.6666666666666665,4.0,5.0,2.0,0.0,2018-05-30 00:00:00
201805,TS041114,3,2.0,XXXX,F,2017-12-01,2018-06-30,6.0,1.0,オールタイム,入会費無料,10500.0,2.0,2.0,3.0,1.0,0.0,2018-05-30 00:00:00
201805,TS441989,2,4.0,XXXXX,M,2017-09-01,2018-06-30,9.0,1.0,ナイト,通常,6000.0,3.333333333333333,4.0,4.0,2.0,0.0,2018-05-30 00:00:00
201805,TS637747,1,2.0,XXXX,M,2018-01-01,2018-06-30,5.0,1.0,オールタイム,通常,10500.0,2.333333333333333,2.0,4.0,1.0,0.0,2018-05-30 00:00:00
201805,TS681471,5,12.0,XXXXX,F,2018-04-05,2018-06-30,2.0,1.0,ナイト,入会費無料,6000.0,6.333333333333332,5.0,12.0,2.0,1.0,2018-05-30 00:00:00
201805,TS685717,4,4.0,XXXX,M,2017-07-01,2018-06-30,11.0,1.0,オールタイム,入会費半額,10500.0,3.333333333333333,4.0,4.0,2.0,1.0,2018-05-30 00:00:00
201805,TS722134,4,4.0,XXX,M,2017-10-01,2018-06-30,8.0,1.0,オールタイム,通常,10500.0,4.0,4.0,4.0,4.0,1.0,2018-05-30 00:00:00
201805,TS782287,2,2.0,XXXXX,M,2018-02-01,2018-06-30,4.0,1.0,オールタイム,通常,10500.0,1.6666666666666667,2.0,2.0,1.0,0.0,2018-05-30 00:00:00
201805,TS932607,5,3.0,XXXXX,M,2017-11-01,2018-06-30,7.0,1.0,ナイト,通常,6000.0,3.333333333333333,3.0,5.0,2.0,0.0,2018-05-30 00:00:00
201806,AS069263,2,10.0,XXX,M,2018-05-08,2018-07-31,2.0,1.0,ナイト,入会費半額,6000.0,4.666666666666667,2.0,10.0,2.0,0.0,2018-06-30 00:00:00
201806,AS080039,4,10.0,XXXXXX,M,2018-05-06,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.333333333333333,4.0,10.0,2.0,0.0,2018-06-30 00:00:00
201806,AS131358,5,9.0,XXX,F,2018-05-09,2018-07-31,2.0,1.0,ナイト,入会費半額,6000.0,5.666666666666668,5.0,9.0,3.0,0.0,2018-06-30 00:00:00
201806,AS259792,1,5.0,XXXXX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,3.5,4.0,5.0,1.0,0.0,2018-06-30 00:00:00
201806,AS351574,6,3.0,XXXXXX,M,2017-12-01,2018-07-31,7.0,1.0,デイタイム,入会費無料,7500.0,3.25,3.0,6.0,1.0,0.0,2018-06-30 00:00:00
201806,AS418314,5,9.0,XXXXX,F,2018-05-03,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.666666666666668,5.0,9.0,3.0,0.0,2018-06-30 00:00:00
201806,AS421462,5,7.0,XXXX,F,2018-05-08,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.666666666666668,5.0,7.0,5.0,0.0,2018-06-30 00:00:00
201806,AS428439,2,5.0,XXXXX,M,2017-09-01,2018-07-31,10.0,1.0,オールタイム,通常,10500.0,3.5,3.5,5.0,2.0,1.0,2018-06-30 00:00:00
201806,AS435092,1,2.0,XXXX,M,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.25,2.5,3.0,1.0,0.0,2018-06-30 00:00:00
201806,AS512827,3,3.0,XXXXX,M,2017-11-01,2018-07-31,8.0,1.0,オールタイム,通常,10500.0,2.75,3.0,4.0,1.0,0.0,2018-06-30 00:00:00
201806,AS529972,1,4.0,XXXX,M,2018-03-01,2018-07-31,4.0,1.0,オールタイム,通常,10500.0,3.25,3.0,6.0,1.0,0.0,2018-06-30 00:00:00
201806,AS594062,1,8.0,XX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,3.75,3.0,8.0,1.0,0.0,2018-06-30 00:00:00
201806,AS671429,1,4.0,XXXXX,M,2017-09-01,2018-07-31,10.0,1.0,ナイト,通常,6000.0,3.25,4.0,4.0,1.0,0.0,2018-06-30 00:00:00
201806,AS846781,1,4.0,XXXXX,M,2017-12-01,2018-07-31,7.0,1.0,ナイト,入会費無料,6000.0,3.5,4.0,5.0,1.0,1.0,2018-06-30 00:00:00
201806,GD151877,3,3.0,XXXXXX,M,2018-04-11,2018-07-31,3.0,1.0,ナイト,入会費無料,6000.0,4.25,3.0,8.0,3.0,0.0,2018-06-30 00:00:00
201806,GD370248,6,1.0,XXX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,3.0,2.5,6.0,1.0,1.0,2018-06-30 00:00:00
201806,GD587474,5,5.0,XXXXXX,F,2018-04-06,2018-07-31,3.0,1.0,デイタイム,入会費無料,7500.0,5.0,5.0,8.0,2.0,0.0,2018-06-30 00:00:00
201806,GD614242,4,4.0,XXXXX,M,2017-11-01,2018-07-31,8.0,1.0,オールタイム,通常,10500.0,3.75,4.0,6.0,1.0,0.0,2018-06-30 00:00:00
201806,GD728833,4,2.0,XXXXX,M,2017-10-01,2018-07-31,9.0,1.0,オールタイム,通常,10500.0,3.0,3.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,GD768855,2,3.0,XXXXX,F,2017-07-01,2018-07-31,12.0,1.0,デイタイム,入会費半額,7500.0,2.75,2.5,4.0,2.0,0.0,2018-06-30 00:00:00
201806,GD778254,1,10.0,XXXXX,F,2018-05-09,2018-07-31,2.0,1.0,ナイト,入会費半額,6000.0,4.333333333333333,2.0,10.0,1.0,0.0,2018-06-30 00:00:00
201806,GD819153,5,6.0,XXXXX,F,2018-05-04,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.666666666666667,5.0,6.0,3.0,1.0,2018-06-30 00:00:00
201806,HD094734,4,9.0,XXXX,F,2018-05-13,2018-07-31,2.0,1.0,デイタイム,入会費半額,7500.0,6.0,5.0,9.0,4.0,0.0,2018-06-30 00:00:00
201806,HD134433,3,5.0,XXXXXX,M,2017-10-01,2018-07-31,9.0,1.0,オールタイム,通常,10500.0,3.5,4.0,5.0,1.0,0.0,2018-06-30 00:00:00
201806,HD218670,4,3.0,XXXXX,F,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.75,2.5,4.0,2.0,0.0,2018-06-30 00:00:00
201806,HD250394,2,4.0,XXX,F,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.5,2.5,4.0,1.0,0.0,2018-06-30 00:00:00
201806,HD333544,4,2.0,XX,M,2017-10-01,2018-07-31,9.0,1.0,オールタイム,通常,10500.0,3.25,3.0,6.0,1.0,1.0,2018-06-30 00:00:00
201806,HD372669,1,1.0,XX,M,2018-02-01,2018-07-31,5.0,1.0,オールタイム,通常,10500.0,2.25,1.5,5.0,1.0,0.0,2018-06-30 00:00:00
201806,HD472114,2,3.0,XXXX,F,2017-09-01,2018-07-31,10.0,1.0,デイタイム,通常,7500.0,2.75,3.0,3.0,2.0,0.0,2018-06-30 00:00:00
201806,HD500688,2,8.0,XXXXX,M,2018-05-08,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,3.6666666666666665,2.0,8.0,1.0,0.0,2018-06-30 00:00:00
201806,HD822643,4,2.0,XXXXX,F,2017-12-01,2018-07-31,7.0,1.0,オールタイム,入会費無料,10500.0,3.0,3.0,4.0,2.0,1.0,2018-06-30 00:00:00
201806,HD944583,3,4.0,XXXX,F,2016-09-01,2018-07-31,22.0,1.0,デイタイム,通常,7500.0,4.25,4.0,6.0,3.0,1.0,2018-06-30 00:00:00
201806,HD952062,2,5.0,XXXXXX,F,2018-01-01,2018-07-31,6.0,1.0,オールタイム,通常,10500.0,2.75,2.0,5.0,2.0,0.0,2018-06-30 00:00:00
201806,HD997786,1,6.0,XX,M,2018-04-06,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,5.25,5.5,9.0,1.0,1.0,2018-06-30 00:00:00
201806,HI061526,3,3.0,XXXXX,M,2017-10-01,2018-07-31,9.0,1.0,ナイト,通常,6000.0,2.25,2.5,3.0,1.0,0.0,2018-06-30 00:00:00
201806,HI073600,2,5.0,XXXX,M,2018-04-09,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,4.75,5.0,7.0,2.0,0.0,2018-06-30 00:00:00
201806,HI085532,2,4.0,XXXXX,F,2018-04-15,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,3.75,3.0,7.0,2.0,0.0,2018-06-30 00:00:00
201806,HI168292,2,5.0,XX,M,2017-10-01,2018-07-31,9.0,1.0,ナイト,通常,6000.0,3.5,3.5,5.0,2.0,0.0,2018-06-30 00:00:00
201806,HI331484,3,2.0,XXXX,M,2018-02-01,2018-07-31,5.0,1.0,デイタイム,通常,7500.0,3.0,2.5,5.0,2.0,0.0,2018-06-30 00:00:00
201806,HI377541,5,6.0,XXXXX,F,2018-04-09,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,5.0,5.5,7.0,2.0,0.0,2018-06-30 00:00:00
201806,HI491504,6,3.0,XXXX,F,2017-12-01,2018-07-31,7.0,1.0,ナイト,入会費無料,6000.0,3.25,2.5,6.0,2.0,1.0,2018-06-30 00:00:00
201806,HI525146,6,1.0,XXX,M,2017-12-01,2018-07-31,7.0,1.0,ナイト,入会費無料,6000.0,3.0,2.5,6.0,1.0,1.0,2018-06-30 00:00:00
201806,HI697849,2,5.0,XXXXX,M,2018-04-01,2018-07-31,3.0,1.0,ナイト,入会費無料,6000.0,4.25,4.5,6.0,2.0,0.0,2018-06-30 00:00:00
201806,HI784027,3,12.0,XXXXXX,F,2018-05-12,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,6.0,3.0,12.0,3.0,0.0,2018-06-30 00:00:00
201806,IK067038,2,3.0,XXXX,F,2018-01-01,2018-07-31,6.0,1.0,デイタイム,通常,7500.0,3.5,3.0,6.0,2.0,0.0,2018-06-30 00:00:00
201806,IK094736,3,2.0,XXX,F,2017-12-01,2018-07-31,7.0,1.0,デイタイム,入会費無料,7500.0,3.0,2.5,5.0,2.0,0.0,2018-06-30 00:00:00
201806,IK107909,3,2.0,XXXXX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,2.5,2.5,4.0,1.0,0.0,2018-06-30 00:00:00
201806,IK134460,3,9.0,XX,M,2018-05-11,2018-07-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.333333333333333,4.0,9.0,3.0,0.0,2018-06-30 00:00:00
201806,IK206015,1,3.0,XXXX,F,2018-01-01,2018-07-31,6.0,1.0,オールタイム,通常,10500.0,2.75,3.0,4.0,1.0,0.0,2018-06-30 00:00:00
201806,IK287037,1,5.0,XXXXX,F,2018-04-08,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,4.5,4.0,9.0,1.0,0.0,2018-06-30 00:00:00
