usemonth,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
201810,AS132988,4,6.0,7.0,5.0,5.0,7.0,6.0,2015-08-01,2018-10-01,38
201810,AS136184,7,7.0,6.0,8.0,6.0,7.0,9.0,2017-09-01,2018-10-01,13
201810,AS137764,6,4.0,6.0,5.0,5.0,2.0,4.0,2015-10-01,2018-10-01,36
201810,AS141460,4,7.0,1.0,3.0,7.0,5.0,5.0,2016-01-01,2018-10-01,33
201810,AS147485,4,8.0,6.0,5.0,6.0,8.0,3.0,2017-05-01,2018-10-01,17
201810,AS152185,3,5.0,4.0,5.0,6.0,6.0,3.0,2015-12-01,2018-10-01,34
201810,AS158438,4,5.0,6.0,2.0,7.0,7.0,5.0,2017-03-01,2018-10-01,19
201810,AS161071,8,8.0,6.0,8.0,8.0,8.0,8.0,2018-02-01,2018-10-01,8
201810,AS170379,5,7.0,1.0,8.0,5.0,8.0,9.0,2017-03-01,2018-10-01,19
201810,AS171842,8,5.0,6.0,3.0,8.0,6.0,5.0,2016-06-01,2018-10-01,28
201810,AS171994,5,4.0,4.0,6.0,5.0,5.0,5.0,2015-07-01,2018-10-01,39
201810,AS174345,2,4.0,3.0,5.0,5.0,4.0,3.0,2017-04-01,2018-10-01,18
201810,AS175707,10,6.0,4.0,7.0,7.0,3.0,8.0,2017-04-01,2018-10-01,18
201810,AS183155,4,5.0,5.0,2.0,5.0,6.0,3.0,2015-05-01,2018-10-01,41
201810,AS185951,1,5.0,3.0,3.0,7.0,3.0,10.0,2018-04-09,2018-10-01,5
201810,AS186727,3,5.0,6.0,7.0,5.0,3.0,6.0,2017-03-01,2018-10-01,19
201810,AS190883,5,5.0,6.0,5.0,8.0,5.0,7.0,2017-04-01,2018-10-01,18
201810,AS193568,8,5.0,10.0,8.0,7.0,9.0,5.0,2018-02-01,2018-10-01,8
201810,AS194595,5,2.0,6.0,3.0,4.0,7.0,5.0,2017-03-01,2018-10-01,19
201810,AS196653,5,4.0,8.0,8.0,5.0,3.0,5.0,2017-01-01,2018-10-01,21
201810,AS197200,12,6.0,8.0,9.0,6.0,8.0,8.0,2018-04-15,2018-10-01,5
201810,AS200286,3,6.0,3.0,6.0,6.0,7.0,10.0,2018-04-06,2018-10-01,5
201810,AS207011,6,5.0,6.0,3.0,8.0,8.0,6.0,2017-02-01,2018-10-01,20
201810,AS210846,1,3.0,6.0,5.0,4.0,6.0,6.0,2018-01-01,2018-10-01,9
201810,AS211705,1,6.0,6.0,5.0,5.0,2.0,6.0,2015-10-01,2018-10-01,36
201810,AS211927,7,4.0,8.0,4.0,5.0,3.0,3.0,2016-03-01,2018-10-01,31
201810,AS212221,4,5.0,4.0,7.0,9.0,8.0,7.0,2017-07-01,2018-10-01,15
201810,AS218636,5,6.0,5.0,7.0,5.0,5.0,4.0,2016-05-01,2018-10-01,29
201810,AS220894,2,4.0,5.0,1.0,2.0,7.0,7.0,2018-01-01,2018-10-01,9
201810,AS227898,4,4.0,6.0,3.0,2.0,7.0,5.0,2015-11-01,2018-10-01,35
201810,AS235724,7,7.0,8.0,6.0,8.0,10.0,9.0,2017-12-01,2018-10-01,10
201810,AS237205,8,7.0,7.0,7.0,9.0,8.0,8.0,2017-10-01,2018-10-01,12
201810,AS240190,7,2.0,4.0,4.0,6.0,4.0,4.0,2016-03-01,2018-10-01,31
201810,AS240586,5,3.0,5.0,10.0,6.0,5.0,7.0,2016-08-01,2018-10-01,26
201810,AS248090,7,3.0,6.0,4.0,6.0,7.0,6.0,2016-08-01,2018-10-01,26
201810,AS248948,5,5.0,2.0,6.0,5.0,6.0,7.0,2016-07-01,2018-10-01,27
201810,AS251112,4,4.0,5.0,6.0,4.0,6.0,3.0,2016-04-01,2018-10-01,30
201810,AS251169,2,4.0,6.0,5.0,8.0,10.0,7.0,2018-04-03,2018-10-01,5
201810,AS256239,3,4.0,4.0,3.0,5.0,6.0,6.0,2016-06-01,2018-10-01,28
201810,AS258098,6,4.0,5.0,3.0,5.0,4.0,3.0,2015-10-01,2018-10-01,36
201810,AS272193,4,4.0,5.0,3.0,6.0,7.0,9.0,2017-06-01,2018-10-01,16
201810,AS273414,4,3.0,3.0,7.0,5.0,4.0,8.0,2016-05-01,2018-10-01,29
201810,AS275166,5,5.0,3.0,2.0,2.0,5.0,2.0,2015-10-01,2018-10-01,36
201810,AS275287,3,6.0,5.0,3.0,4.0,3.0,6.0,2015-12-01,2018-10-01,34
201810,AS275753,3,5.0,4.0,6.0,5.0,6.0,4.0,2017-02-01,2018-10-01,20
201810,AS282618,7,5.0,6.0,4.0,5.0,3.0,7.0,2016-12-01,2018-10-01,22
201810,AS288339,6,6.0,5.0,6.0,6.0,4.0,5.0,2017-03-01,2018-10-01,19
201810,AS288569,6,9.0,4.0,6.0,5.0,9.0,9.0,2018-01-01,2018-10-01,9
201810,AS294655,4,6.0,8.0,2.0,4.0,4.0,7.0,2016-10-01,2018-10-01,24
201810,AS297966,5,4.0,2.0,8.0,5.0,7.0,6.0,2015-11-01,2018-10-01,35
201810,AS299544,5,6.0,5.0,3.0,4.0,6.0,2.0,2015-06-01,2018-10-01,40
201810,AS303294,3,6.0,5.0,5.0,6.0,5.0,4.0,2017-04-01,2018-10-01,18
201810,AS305652,5,6.0,5.0,6.0,9.0,7.0,10.0,2018-02-01,2018-10-01,8
201810,AS309101,4,2.0,4.0,3.0,4.0,2.0,1.0,2015-10-01,2018-10-01,36
201810,AS311628,5,4.0,3.0,6.0,6.0,5.0,5.0,2016-12-01,2018-10-01,22
201810,AS319907,6,6.0,5.0,8.0,8.0,8.0,9.0,2018-02-01,2018-10-01,8
201810,AS320552,6,5.0,8.0,5.0,4.0,4.0,5.0,2016-03-01,2018-10-01,31
201810,AS321794,2,1.0,5.0,4.0,1.0,4.0,9.0,2017-03-01,2018-10-01,19
201810,AS335390,7,5.0,7.0,4.0,7.0,6.0,5.0,2017-01-01,2018-10-01,21
201810,AS339451,3,1.0,5.0,6.0,3.0,5.0,4.0,2016-07-01,2018-10-01,27
201810,AS342526,3,3.0,9.0,7.0,5.0,5.0,5.0,2016-09-01,2018-10-01,25
201810,AS345469,1,3.0,5.0,6.0,5.0,4.0,7.0,2018-04-12,2018-10-01,5
201810,AS345508,7,6.0,7.0,3.0,6.0,6.0,5.0,2017-07-01,2018-10-01,15
201810,AS346579,6,5.0,5.0,4.0,3.0,4.0,3.0,2016-02-01,2018-10-01,32
201810,AS352209,5,4.0,1.0,6.0,5.0,5.0,4.0,2016-01-01,2018-10-01,33
201810,AS353422,3,5.0,5.0,6.0,4.0,4.0,8.0,2016-03-01,2018-10-01,31
201810,AS356812,5,4.0,7.0,4.0,4.0,8.0,8.0,2017-05-01,2018-10-01,17
201810,AS359364,4,2.0,4.0,5.0,5.0,4.0,1.0,2015-10-01,2018-10-01,36
201810,AS365290,3,4.0,3.0,6.0,7.0,4.0,6.0,2018-02-01,2018-10-01,8
201810,AS369194,1,3.0,6.0,5.0,5.0,3.0,8.0,2017-04-01,2018-10-01,18
201810,AS369418,6,4.0,8.0,4.0,4.0,6.0,6.0,2017-03-01,2018-10-01,19
201810,AS371310,4,6.0,5.0,4.0,6.0,6.0,1.0,2016-03-01,2018-10-01,31
201810,AS374280,5,5.0,6.0,7.0,4.0,6.0,8.0,2016-05-01,2018-10-01,29
201810,AS377637,6,4.0,6.0,4.0,5.0,9.0,9.0,2017-09-01,2018-10-01,13
201810,AS385315,6,9.0,7.0,7.0,9.0,8.0,6.0,2018-01-01,2018-10-01,9
201810,AS386696,4,6.0,5.0,2.0,3.0,2.0,3.0,2015-08-01,2018-10-01,38
201810,AS390441,6,5.0,8.0,6.0,9.0,8.0,6.0,2017-11-01,2018-10-01,11
201810,AS394423,8,8.0,8.0,5.0,5.0,7.0,6.0,2016-12-01,2018-10-01,22
201810,AS399435,5,4.0,6.0,5.0,2.0,4.0,4.0,2016-07-01,2018-10-01,27
201810,AS404195,4,6.0,5.0,3.0,6.0,6.0,7.0,2017-02-01,2018-10-01,20
201810,AS404579,5,7.0,3.0,5.0,5.0,3.0,7.0,2015-10-01,2018-10-01,36
201810,AS410205,6,6.0,3.0,5.0,4.0,3.0,2.0,2016-03-01,2018-10-01,31
201810,AS412668,5,9.0,5.0,8.0,10.0,8.0,7.0,2017-11-01,2018-10-01,11
201810,AS430089,3,3.0,1.0,4.0,3.0,5.0,6.0,2017-07-01,2018-10-01,15
201810,AS430563,1,4.0,2.0,5.0,2.0,4.0,5.0,2018-03-01,2018-10-01,7
201810,AS436928,5,5.0,5.0,5.0,4.0,4.0,2.0,2016-07-01,2018-10-01,27
201810,AS453084,5,5.0,7.0,7.0,10.0,8.0,8.0,2017-09-01,2018-10-01,13
201810,AS453157,8,4.0,5.0,7.0,4.0,7.0,2.0,2016-05-01,2018-10-01,29
201810,AS453778,4,3.0,5.0,6.0,7.0,1.0,5.0,2016-07-01,2018-10-01,27
201810,AS454149,5,3.0,4.0,7.0,3.0,3.0,4.0,2017-02-01,2018-10-01,20
201810,AS458614,4,5.0,7.0,6.0,6.0,10.0,7.0,2017-03-01,2018-10-01,19
201810,AS460177,7,7.0,5.0,3.0,5.0,6.0,2.0,2016-06-01,2018-10-01,28
201810,AS460655,4,3.0,7.0,5.0,6.0,2.0,4.0,2017-05-01,2018-10-01,17
201810,AS462796,2,5.0,3.0,7.0,6.0,4.0,7.0,2015-11-01,2018-10-01,35
201810,AS462883,4,2.0,5.0,5.0,3.0,5.0,6.0,2017-09-01,2018-10-01,13
201810,AS462973,5,6.0,8.0,2.0,6.0,6.0,8.0,2016-11-01,2018-10-01,23
201810,AS466656,6,3.0,5.0,5.0,5.0,3.0,8.0,2016-11-01,2018-10-01,23
201810,AS467237,5,4.0,5.0,5.0,5.0,5.0,7.0,2016-03-01,2018-10-01,31
201810,AS467683,2,8.0,5.0,6.0,5.0,6.0,4.0,2016-12-01,2018-10-01,22
201810,AS468297,4,2.0,6.0,3.0,1.0,4.0,4.0,2015-09-01,2018-10-01,37
201810,AS470817,4,4.0,2.0,5.0,5.0,5.0,5.0,2016-01-01,2018-10-01,33
201810,AS473535,6,4.0,4.0,3.0,3.0,3.0,5.0,2018-01-01,2018-10-01,9
201810,AS475839,5,7.0,6.0,10.0,8.0,3.0,5.0,2016-09-01,2018-10-01,25
201810,AS476267,7,5.0,7.0,4.0,5.0,4.0,6.0,2015-05-01,2018-10-01,41
201810,AS488509,4,2.0,3.0,5.0,6.0,6.0,6.0,2018-02-01,2018-10-01,8
201810,AS491747,4,4.0,5.0,5.0,7.0,4.0,10.0,2018-03-01,2018-10-01,7
201810,AS494168,9,5.0,8.0,6.0,10.0,10.0,12.0,2018-02-01,2018-10-01,8
201810,AS495117,1,2.0,3.0,6.0,3.0,1.0,6.0,2016-08-01,2018-10-01,26
201810,AS499352,4,5.0,9.0,7.0,5.0,4.0,7.0,2017-01-01,2018-10-01,21
201810,AS499893,5,5.0,2.0,3.0,3.0,6.0,4.0,2016-01-01,2018-10-01,33
201810,AS501123,3,4.0,5.0,5.0,8.0,7.0,7.0,2018-04-01,2018-10-01,6
201810,AS506797,4,8.0,7.0,3.0,6.0,5.0,7.0,2017-04-01,2018-10-01,18
201810,AS509237,3,2.0,1.0,2.0,4.0,8.0,9.0,2018-04-06,2018-10-01,5
201810,AS515526,5,6.0,2.0,6.0,5.0,5.0,6.0,2015-11-01,2018-10-01,35
201810,AS515541,5,6.0,10.0,6.0,9.0,8.0,9.0,2018-03-01,2018-10-01,7
201810,AS516140,5,3.0,6.0,4.0,6.0,5.0,6.0,2016-03-01,2018-10-01,31
201810,AS516396,5,5.0,5.0,5.0,5.0,5.0,7.0,2017-06-01,2018-10-01,16
201810,AS518169,9,4.0,7.0,5.0,3.0,5.0,6.0,2016-11-01,2018-10-01,23
201810,AS531034,8,5.0,11.0,7.0,8.0,11.0,9.0,2018-01-01,2018-10-01,9
201810,AS534058,3,3.0,6.0,6.0,5.0,5.0,3.0,2016-04-01,2018-10-01,30
201810,AS535481,7,4.0,4.0,3.0,4.0,8.0,4.0,2017-05-01,2018-10-01,17
201810,AS546422,1,5.0,7.0,4.0,10.0,8.0,8.0,2018-04-10,2018-10-01,5
201810,AS546865,1,4.0,4.0,4.0,6.0,6.0,6.0,2017-12-01,2018-10-01,10
201810,AS547635,6,7.0,8.0,9.0,7.0,7.0,10.0,2017-09-01,2018-10-01,13
201810,AS548544,3,4.0,4.0,9.0,9.0,9.0,8.0,2017-11-01,2018-10-01,11
201810,AS550302,4,7.0,6.0,9.0,7.0,9.0,8.0,2018-01-01,2018-10-01,9
201810,AS552198,4,7.0,5.0,7.0,3.0,6.0,6.0,2017-04-01,2018-10-01,18
201810,AS554975,7,5.0,8.0,4.0,8.0,4.0,6.0,2017-09-01,2018-10-01,13
201810,AS563124,1,4.0,4.0,7.0,5.0,8.0,5.0,2017-07-01,2018-10-01,15
201810,AS569518,8,6.0,4.0,5.0,6.0,3.0,9.0,2017-06-01,2018-10-01,16
201810,AS571298,2,4.0,4.0,5.0,2.0,6.0,5.0,2017-06-01,2018-10-01,16
201810,AS574816,5,3.0,5.0,2.0,5.0,4.0,4.0,2016-04-01,2018-10-01,30
201810,AS575508,3,3.0,2.0,3.0,3.0,3.0,4.0,2018-01-01,2018-10-01,9
201810,AS575700,4,5.0,3.0,2.0,2.0,3.0,3.0,2016-01-01,2018-10-01,33
201810,AS581751,4,5.0,1.0,8.0,7.0,5.0,8.0,2016-04-01,2018-10-01,30
201810,AS582607,8,3.0,5.0,6.0,2.0,7.0,4.0,2016-12-01,2018-10-01,22
201810,AS584189,4,2.0,3.0,5.0,4.0,3.0,7.0,2015-11-01,2018-10-01,35
201810,AS587750,5,5.0,5.0,9.0,5.0,5.0,5.0,2016-08-01,2018-10-01,26
201810,AS588076,4,6.0,7.0,6.0,5.0,11.0,6.0,2017-10-01,2018-10-01,12
201810,AS588186,4,4.0,5.0,1.0,5.0,3.0,5.0,2016-01-01,2018-10-01,33
201810,AS589687,6,6.0,9.0,7.0,9.0,12.0,8.0,2017-12-01,2018-10-01,10
201810,AS603613,4,6.0,6.0,3.0,3.0,4.0,3.0,2015-09-01,2018-10-01,37
201810,AS614406,2,6.0,3.0,3.0,6.0,2.0,6.0,2015-10-01,2018-10-01,36
201810,AS614421,3,4.0,3.0,6.0,5.0,6.0,7.0,2015-06-01,2018-10-01,40
201810,AS618299,4,8.0,10.0,8.0,11.0,10.0,7.0,2018-01-01,2018-10-01,9
201810,AS621407,4,6.0,7.0,6.0,5.0,6.0,6.0,2017-05-01,2018-10-01,17
201810,AS621552,6,5.0,4.0,8.0,2.0,3.0,4.0,2016-03-01,2018-10-01,31
201810,AS622023,6,5.0,6.0,5.0,3.0,3.0,9.0,2016-06-01,2018-10-01,28
201810,AS625761,4,6.0,6.0,4.0,8.0,6.0,7.0,2017-03-01,2018-10-01,19
201810,AS625883,5,5.0,5.0,6.0,5.0,5.0,3.0,2015-05-01,2018-10-01,41
201810,AS627304,10,6.0,7.0,7.0,11.0,8.0,10.0,2018-03-01,2018-10-01,7
201810,AS628722,3,5.0,4.0,6.0,4.0,7.0,9.0,2018-04-15,2018-10-01,5
201810,AS632327,5,6.0,6.0,8.0,7.0,8.0,8.0,2017-10-01,2018-10-01,12
201810,AS634661,4,1.0,4.0,6.0,4.0,4.0,3.0,2017-04-01,2018-10-01,18
201810,AS636570,9,7.0,6.0,5.0,7.0,7.0,8.0,2017-11-01,2018-10-01,11
201810,AS637476,5,4.0,5.0,3.0,5.0,5.0,4.0,2015-07-01,2018-10-01,39
201810,AS639549,4,2.0,2.0,3.0,5.0,9.0,8.0,2018-04-15,2018-10-01,5
201810,AS642796,3,3.0,6.0,4.0,6.0,2.0,5.0,2016-07-01,2018-10-01,27
201810,AS645809,2,3.0,4.0,3.0,3.0,5.0,8.0,2018-04-06,2018-10-01,5
201810,AS647421,7,4.0,9.0,4.0,4.0,5.0,2.0,2015-05-01,2018-10-01,41
201810,AS648913,5,6.0,4.0,5.0,3.0,4.0,8.0,2016-03-01,2018-10-01,31
201810,AS649439,8,10.0,5.0,6.0,7.0,8.0,6.0,2017-11-01,2018-10-01,11
201810,AS650043,4,5.0,4.0,3.0,5.0,3.0,7.0,2017-02-01,2018-10-01,20
201810,AS656522,5,4.0,7.0,7.0,5.0,8.0,5.0,2016-08-01,2018-10-01,26
201810,AS660812,5,3.0,5.0,5.0,9.0,7.0,6.0,2018-02-01,2018-10-01,8
201810,AS662285,4,4.0,8.0,7.0,6.0,8.0,7.0,2017-04-01,2018-10-01,18
201810,AS662863,4,2.0,4.0,6.0,4.0,4.0,5.0,2016-07-01,2018-10-01,27
201810,AS670699,4,4.0,7.0,6.0,6.0,3.0,8.0,2015-11-01,2018-10-01,35
201810,AS677821,6,6.0,2.0,2.0,2.0,4.0,6.0,2015-06-01,2018-10-01,40
201810,AS679641,6,1.0,6.0,4.0,4.0,6.0,5.0,2016-02-01,2018-10-01,32
201810,AS693220,4,4.0,5.0,5.0,6.0,8.0,4.0,2017-03-01,2018-10-01,19
201810,AS699883,4,6.0,7.0,7.0,9.0,8.0,9.0,2017-10-01,2018-10-01,12
201810,AS700935,4,4.0,5.0,8.0,6.0,4.0,8.0,2017-08-01,2018-10-01,14
201810,AS703258,7,1.0,9.0,7.0,9.0,4.0,7.0,2017-08-01,2018-10-01,14
201810,AS704643,4,4.0,6.0,5.0,5.0,5.0,4.0,2016-02-01,2018-10-01,32
201810,AS706877,9,6.0,6.0,7.0,4.0,8.0,9.0,2017-09-01,2018-10-01,13
201810,AS707671,5,4.0,8.0,5.0,10.0,7.0,5.0,2017-06-01,2018-10-01,16
201810,AS712913,4,6.0,7.0,7.0,5.0,7.0,2.0,2015-09-01,2018-10-01,37
201810,AS716291,4,4.0,5.0,4.0,2.0,6.0,7.0,2017-04-01,2018-10-01,18
201810,AS719871,6,7.0,9.0,6.0,5.0,6.0,10.0,2017-08-01,2018-10-01,14
201810,AS721170,1,1.0,2.0,5.0,6.0,6.0,7.0,2018-04-12,2018-10-01,5
201810,AS726272,3,6.0,5.0,7.0,9.0,7.0,9.0,2017-09-01,2018-10-01,13
201810,AS726714,5,2.0,6.0,6.0,2.0,6.0,4.0,2015-07-01,2018-10-01,39
201810,AS727718,4,9.0,3.0,7.0,4.0,4.0,6.0,2016-10-01,2018-10-01,24
201810,AS732240,7,2.0,4.0,5.0,6.0,5.0,2.0,2015-05-01,2018-10-01,41
201810,AS734592,2,5.0,7.0,4.0,6.0,8.0,8.0,2015-05-01,2018-10-01,41
201810,AS734767,5,6.0,5.0,4.0,4.0,7.0,4.0,2016-08-01,2018-10-01,26
201810,AS736672,6,6.0,5.0,5.0,5.0,6.0,4.0,2015-09-01,2018-10-01,37
201810,AS741333,4,5.0,6.0,5.0,6.0,6.0,7.0,2017-08-01,2018-10-01,14
201810,AS742617,5,3.0,7.0,7.0,6.0,9.0,2.0,2016-10-01,2018-10-01,24
201810,AS744154,4,6.0,5.0,6.0,8.0,5.0,8.0,2018-03-01,2018-10-01,7
201810,AS756169,4,6.0,3.0,8.0,7.0,1.0,6.0,2016-08-01,2018-10-01,26
201810,AS756586,7,6.0,2.0,3.0,2.0,4.0,5.0,2016-03-01,2018-10-01,31
201810,AS758226,7,8.0,4.0,11.0,6.0,6.0,6.0,2017-08-01,2018-10-01,14
201810,AS761330,3,1.0,7.0,7.0,4.0,5.0,7.0,2016-06-01,2018-10-01,28
201810,AS766856,2,4.0,3.0,6.0,3.0,4.0,7.0,2016-03-01,2018-10-01,31
201810,AS771185,4,1.0,4.0,5.0,6.0,2.0,6.0,2015-12-01,2018-10-01,34
201810,AS771307,7,4.0,3.0,3.0,2.0,6.0,7.0,2017-04-01,2018-10-01,18
201810,AS772036,3,4.0,4.0,4.0,6.0,7.0,8.0,2016-06-01,2018-10-01,28
201810,AS776002,2,2.0,4.0,5.0,3.0,6.0,5.0,2017-07-01,2018-10-01,15
201810,AS777651,7,3.0,4.0,6.0,2.0,5.0,3.0,2015-05-01,2018-10-01,41
201810,AS779956,7,5.0,4.0,5.0,6.0,3.0,5.0,2016-06-01,2018-10-01,28
201810,AS781999,3,4.0,6.0,7.0,5.0,6.0,9.0,2017-04-01,2018-10-01,18
201810,AS786819,6,5.0,5.0,5.0,9.0,6.0,4.0,2016-10-01,2018-10-01,24
201810,AS790905,5,4.0,4.0,2.0,4.0,3.0,3.0,2016-01-01,2018-10-01,33
201810,AS795406,6,6.0,8.0,3.0,6.0,8.0,3.0,2016-12-01,2018-10-01,22
201810,AS798945,6,3.0,7.0,3.0,7.0,5.0,6.0,2016-08-01,2018-10-01,26
201810,AS799981,3,8.0,6.0,6.0,6.0,7.0,8.0,2016-08-01,2018-10-01,26
201810,AS800531,5,5.0,8.0,5.0,5.0,6.0,7.0,2016-08-01,2018-10-01,26
201810,AS811755,2,4.0,4.0,4.0,7.0,8.0,6.0,2017-12-01,2018-10-01,10
201810,AS812685,5,6.0,4.0,4.0,7.0,8.0,5.0,2016-12-01,2018-10-01,22
201810,AS818410,7,4.0,6.0,3.0,5.0,7.0,4.0,2017-01-01,2018-10-01,21
201810,AS823436,6,3.0,1.0,6.0,7.0,5.0,10.0,2018-04-01,2018-10-01,6
201810,AS826583,3,3.0,7.0,5.0,5.0,4.0,2.0,2016-03-01,2018-10-01,31
201810,AS828426,6,6.0,4.0,2.0,4.0,4.0,1.0,2015-07-01,2018-10-01,39
201810,AS834706,3,5.0,3.0,6.0,5.0,4.0,5.0,2015-06-01,2018-10-01,40
201810,AS838065,6,4.0,1.0,3.0,3.0,7.0,8.0,2018-02-01,2018-10-01,8
201810,AS840069,6,6.0,6.0,4.0,3.0,5.0,9.0,2016-06-01,2018-10-01,28
201810,AS857207,3,5.0,5.0,2.0,8.0,6.0,6.0,2015-05-01,2018-10-01,41
201810,AS860362,7,6.0,7.0,8.0,8.0,8.0,9.0,2018-02-01,2018-10-01,8
201810,AS866446,3,4.0,5.0,4.0,7.0,2.0,5.0,2015-12-01,2018-10-01,34
201810,AS867281,7,4.0,3.0,4.0,8.0,5.0,4.0,2015-12-01,2018-10-01,34
201810,AS868124,2,6.0,3.0,6.0,5.0,6.0,6.0,2015-07-01,2018-10-01,39
201810,AS868530,3,7.0,4.0,6.0,6.0,6.0,5.0,2016-11-01,2018-10-01,23
201810,AS869895,8,4.0,4.0,2.0,6.0,7.0,4.0,2017-05-01,2018-10-01,17
201810,AS870817,7,8.0,4.0,7.0,7.0,3.0,5.0,2016-12-01,2018-10-01,22
201810,AS873051,4,4.0,3.0,6.0,5.0,6.0,6.0,2017-10-01,2018-10-01,12
201810,AS875048,4,5.0,8.0,4.0,8.0,3.0,5.0,2015-08-01,2018-10-01,38
201810,AS879331,6,4.0,7.0,6.0,6.0,6.0,7.0,2017-12-01,2018-10-01,10
201810,AS886138,7,6.0,8.0,10.0,6.0,8.0,8.0,2017-10-01,2018-10-01,12
201810,AS886872,11,8.0,7.0,7.0,8.0,7.0,8.0,2018-04-12,2018-10-01,5
201810,AS896608,4,8.0,6.0,4.0,4.0,4.0,4.0,2016-04-01,2018-10-01,30
201810,AS897421,8,6.0,8.0,6.0,6.0,7.0,9.0,2018-02-01,2018-10-01,8
201810,AS902294,7,5.0,2.0,7.0,7.0,7.0,7.0,2017-07-01,2018-10-01,15
201810,AS914290,3,3.0,2.0,5.0,6.0,4.0,4.0,2017-05-01,2018-10-01,17
201810,AS918302,6,4.0,6.0,8.0,6.0,7.0,6.0,2017-08-01,2018-10-01,14
201810,AS924898,6,4.0,11.0,5.0,7.0,8.0,9.0,2017-12-01,2018-10-01,10
201810,AS926099,6,3.0,3.0,5.0,5.0,5.0,4.0,2015-12-01,2018-10-01,34
201810,AS926104,4,6.0,4.0,4.0,5.0,5.0,3.0,2015-05-01,2018-10-01,41
201810,AS928923,2,3.0,2.0,4.0,2.0,5.0,5.0,2017-11-01,2018-10-01,11
201810,AS929514,6,7.0,5.0,4.0,5.0,5.0,9.0,2017-04-01,2018-10-01,18
201810,AS933597,2,5.0,3.0,3.0,6.0,3.0,4.0,2015-07-01,2018-10-01,39
201810,AS936602,5,6.0,3.0,6.0,7.0,7.0,5.0,2016-07-01,2018-10-01,27
